price
6685.9
6685.9
6685.9
6685.9
6685.89
6685.9
6685.9
6685.89
6685.89
6685.9
6685.9
6685.89
6685.89
6685.89
6685.9
6685.89
6685.9
6685.89
6685.9
6685.9
6685.89
6685.9
6685.9
6685.89
6685.9
6685.9
6685.89
6685.89
6685.9
6685.9
6685.89
6685.9
6685.9
6685.9
6690.26
6690.26
6690.26
6690.25
6690.25
6686.71
6686.71
6686.71
6688.29
6687.84
6685.89
6685.9
6685.9
6685.9
6685.9
6685.06
6685.01
6685
6685.01
6685.01
6685
6685
6685.01
6685.01
6685.01
6689.2
6687.62
6687
6687.01
6689.19
6689.19
6689.19
6689.19
6687.01
6687.01
6687.01
6687.8
6686.01
6686.01
6686
6686.01
6686.01
6686.01
6686
6686.01
6687.49
6689.01
6689.59
6690.25
6694.56
6693.22
6693.21
6694.52
6692.19
6692.25
6693.21
6694.55
6693.92
6693.2
6689.22
6689.21
6692.62
6693.19
6691.48
6694
6694
6694
6694
6694.51
6694.56
6694.56
6694.55
6694.56
6694.56
6694.56
6694.56
6695
6694.99
6695
6695
6695
6695.23
6696.59
6692.27
6690.81
6690.81
6692.28
6692.28
6692
6692.01
6690.29
6690.29
6690.3
6690.3
6691.52
6690.29
6690.3
6690.3
6690.3
6690.3
6690.99
6690.3
6690.3
6690.3
6690.3
6690.2
6690.16
6688.96
6688.3
6688.3
6688.31
6688.31
6688.31
6688.31
6688.01
6687.01
6689.36
6690.32
6688.56
6690.66
6690.66
6690.66
6690.66
6689.01
6689.01
6689.01
6689
6689.01
6688.51
6688.43
6688
6688.01
6688.01
6688.01
6688
6686.51
6686.5
6686.01
6687.08
6686
6686
6686.01
6686
6686
6686.01
6686.01
6686
6686.01
6686.01
6686.01
6686
6686
6686.01
6686
6686.01
6686.01
6686.01
6686.01
6686
6683.11
6683.11
6681
6681.01
6680.01
6679.99
6681.01
6681.01
6681
6681.01
6681
6681
6682.36
6681.02
6683.51
6680
6682.93
6682.93
6682.93
6682.93
6682.93
6682.93
6682.92
6681.58
6681.01
6681.01
6680.91
6678.87
6678.87
6678.87
6677.32
6677.33
6677.01
6677.01
6677.01
6677.01
6677.01
6677.01
6676.87
6675.19
6675.2
6674.07
6673.22
6670.02
6670.02
6670.02
6673.79
6672.53
6672.52
6673.79
6674
6674
6674
6674
6673.99
6674
6675.64
6677.4
6677.38
6674.81
6679.01
6673.87
6671.99
6677.4
6677.4
6677.4
6677.39
6677.4
6677.4
6677.39
6677.4
6673.37
6674.04
6673.95
6677.4
6676.82
6676.82
6676.82
6676.81
6677.41
6676.84
6676.84
6676.85
6676.86
6676.86
6677.98
6678.09
6678.04
6678.54
6680
6680
6685.12
6685.12
6685.12
6689
6689
6685.17
6687.86
6685.12
6684.54
6684.54
6684.54
6687.7
6686.21
6686.21
6684.01
6688.42
6688.41
6688.42
6688.42
6688.42
6688.42
6688.42
6689.99
6690
6690
6689.97
6688.42
6688.41
6688.42
6688.42
6688.41
6682.53
6685.01
6683.66
6683.66
6683.67
6685.01
6686.93
6688.42
6686.36
6688.37
6686.35
6686.63
6685.78
6685.13
6685.12
6685.12
6685.12
6685.12
6685.12
6685.13
6685.12
6685.13
6685.13
6685.13
6685.13
6685.12
6685.13
6685.13
6685.13
6685.13
6685.13
6685.13
6685.12
6685.12
6685.13
6685.12
6685.13
6685.13
