price,v_ask,v_bid
6739.01,113.45940590000006,51.11938245
6739.01,67.20591043000003,39.24707885
6737.76,107.76107741000003,51.14389178
6737.01,109.96827951000002,50.053377860000005
6735,103.17738353000001,52.28419977
6734.26,109.17001890000002,51.01695233
6734.26,110.47760618000002,28.548179570000002
6732.5,108.59261416,53.90777051999999
6730.98,107.78841268,40.11532523
6730.57,38.35633645,38.026161179999995
6730.57,40.11053926,39.43161803999999
6730.57,104.22919045999998,36.324275400000005
6730.57,108.62031773999999,36.257475400000004
6730.56,108.00406417999999,34.75631924
6730.56,39.454690170000006,38.29555951
6730.98,27.109166320000003,48.567658650000006
6733.99,32.479168969999996,58.20341692000001
6733.99,26.524984860000004,58.99948692000001
6734.11,29.17044904,60.11351973000001
6734.11,25.903924340000003,59.55941928000001
6734.12,29.670246050000003,51.95291928000001
6734.12,24.919050350000003,52.87248447000001
6735,22.51872537,67.8552466
6737,30.127766070000003,61.79497741999999
6740,32.23140834,55.46702289
6740,29.86177635,63.25467701000001
6743,35.34154351,57.145367910000004
6744.98,38.57647388999999,53.319578070000006
6744.98,99.12533158999999,40.53271647
6744.98,32.958006020000006,47.436871050000015
6744.98,39.95265698999999,43.55989779000001
6743.29,100.77024375999999,36.35933705
6743.01,106.77775870999999,37.21982105
6743,107.55825870999999,26.216441780000007
6743,107.53210360999998,16.37756676
6743,107.22396580999998,36.14378715
6742.62,101.13277879999998,37.733982590000004
6742.62,100.93414262,37.293766340000005
6742.56,108.6704799,36.23935506
6742,113.46916526999999,37.37688214999999
6742.01,113.24304184000002,37.09180726999999
6742.01,116.45959184,37.40003726999999
6741.45,121.52356592000002,35.62318599999999
6741.45,123.54988592000001,35.33599777999999
6741.44,119.74968189000002,37.37853176999999
6738.31,61.03709915,41.94136158999999
6738.31,108.61356754000003,41.53686399999999
6738.23,32.10802803,52.696080249999994
6741.99,38.03663356,57.557174810000014
6741.99,50.114170200000004,43.3938136
6741.47,49.92072358000001,46.42140466000001
6738.36,31.01318811,53.26280485
6739.28,38.81257497,47.99965429
6739.28,105.21538628000002,45.20922246
6739.28,107.02657633000001,45.39582246
6739.29,107.66568633,43.032824409999996
6739.29,110.85247428000004,43.25494788
6739.29,113.41488638,22.38846456
6738,119.26270281000001,36.9857297
6738.01,115.4582847,36.7899597
6738.01,119.34777062,31.413525000000003
6734.85,69.34049915000001,39.33081433000002
6733.43,112.63934915,20.740318240000004
6733.43,111.87645486,42.19630839
6733.43,114.33119486000001,26.520606000000008
6733.43,116.19137773,29.381322040000008
6733.01,77.33948915000002,36.012681889999996
6733.01,124.96343915000001,27.08227239
6732.59,114.96636982000003,37.41051476999999
6732.59,114.96636982,38.110624849999994
6732.59,117.69336982,37.17179484999999
6732.6,113.09201217000002,37.17179484999999
6732.59,117.05395180000001,38.133739369999994
6732.6,39.93196059999999,44.98258938000001
6732.59,46.55907236000001,36.81390244
6732.6,102.98336578000001,39.11550244000001
6732.6,102.63504578000001,36.595902439999996
6732.59,105.32362093,36.43872165999999
6732.59,105.54530093000002,40.78845165999999
6732.6,102.15372534000004,27.274446880000003
6732.6,35.14758455,45.47714769
6734,36.32459159,66.58061801000001
6734,36.42242712,64.58161801000001
6734,38.95202563,56.02171801
6734,42.87515849999999,36.13375528000001
6733.99,32.454036970000004,55.34336606
6734,33.15610838,53.00647606000001
6737,40.92183732,68.90651872999999
6737.99,37.690833000000005,61.05530829999999
6738.09,39.58569992,65.49465069
6738.29,48.060469379999994,43.97922785
6738.28,101.69983583000004,41.72781806
6738.29,39.11553486,40.079803170000005
6738.29,99.70464133000004,22.99611829
6738.29,102.14335880000006,37.841675239999994
6737.99,113.56231974000004,33.10368915
6737.99,113.94892974000004,27.706263139999997
6738,113.95407414000003,39.610765029999996
6738,114.17203502000001,27.077382469999996
6737.57,113.32429733000002,20.40347199
6737.37,120.09893858000004,40.51058826
6737.37,118.23388028000001,42.67760251
6737.01,121.42955152000003,38.42681816
6737.02,121.38937425000003,38.09131816000001
6737,119.45893353000002,26.804063900000003
6736.01,114.49649231000002,28.27861258
6736.01,117.56235102000002,25.21896683
6736.01,119.82348102000003,20.177321080000002
6735.02,123.94053298000003,22.564975060000002
6735,78.29464662000002,38.437733699999995
6735.01,79.72850721000003,23.512597709999998
6733.02,122.90720274000003,39.64416306
6732.5,125.27171686000004,47.37954322
6732.09,125.32502279000005,61.431121260000005
6728.04,122.36689172000005,56.883777650000006
6728.04,130.25991608000004,55.57070872
6728.04,128.46449121000003,52.25944687
6728.04,123.82958591000002,53.035506819999995
6728.03,124.18820653,51.99280682
6728.04,120.73191809000001,51.65905978
6728.03,120.55244077,51.635250799999994
6726.53,122.90053440000003,52.08428812
6726.53,118.50763561000002,48.35157639
6725,119.30006234000001,55.348792200000005
6719,126.66577302000002,8.57989091
6719.01,125.70683096000002,10.096049879999999
6719,141.96610013,12.307711849999999
6719,63.73039560999998,16.665411849999998
6719.01,63.54941061,22.18429975
6719.01,65.56705426,27.52291362000001
6719.01,67.01802856,32.32520304000002
6719,58.167605609999995,51.38634640000001
6719.01,58.26118805,55.060945000000004
6720,40.8434489,45.705982729999995
6724,40.56373142999999,75.83555179000001
6725.99,109.85160490000005,40.228665760000005
6725.99,109.27937979000005,39.13832724000001
6726,110.58256941000008,39.14914525000001
6725.99,117.52763914000005,27.592072840000004
6725.99,116.89563914000004,35.69097415000002
6725.99,116.72084313000008,35.45097415000001
6725.99,113.97964572000006,35.87740935
6726,113.47390729000007,36.16272987
6726,116.23990738000005,38.04972987
6726,113.79693045000005,37.76322814999999
6725.99,110.91299045000005,40.66092815
6726,114.37431563000005,39.44562814999999
6726,114.02164227000006,39.25562815
6725.99,108.84037286000006,39.21700714999999
6725.99,112.97361286000006,39.030007149999996
6726,101.85407431000004,39.216007149999996
6726,101.54304431000006,38.26850715
6726,103.64102502000006,36.13111458
6725.99,103.64344502000006,34.95011468
6726,103.74814103000006,34.41451468
6725.99,103.72830965000006,36.63601468
6725.99,103.80281748000004,36.1042398
6725.99,104.00483790000004,34.27925488
6726,105.35451679000005,34.4190035
6726,105.42254281000004,20.59196890000001
6725.99,107.11954573000004,23.032647380000004
6725.99,113.12595573000006,23.894779350000007
6725.99,113.60622573000005,35.03101184
6725.99,113.69457035000003,36.26183528
6725.99,112.95860726000005,34.930909390000004
6725.99,111.31603726000006,37.65839842
6725.99,33.99521609999999,40.72266249
6726,30.108893979999987,53.121928520000004
6725.99,30.50085262999999,49.567775559999994
6726,29.11767474999999,53.99788427
6726,26.36260474999999,79.60721233000002
6726,26.459951989999993,81.06721233000002
6725.99,27.89432198999999,78.72971233
6725.99,29.176666899999987,74.80610156000002
6725.99,28.597006989999986,81.85334156000002
6725.99,28.627806169999992,79.25859601000002
6725.99,28.627806169999992,81.76906601000002
6726,24.87264329999999,79.46806601000002
6726,25.38955644999999,72.70624897
6725.99,23.268615549999993,77.11710708000003
6726,26.29517057999999,73.95800708000002
6726,23.793940579999994,79.93563558000001
6726,24.056225059999996,79.25163694000001
6726,27.375707219999995,85.61374355000001
6726.19,30.631063609999995,81.17509725
6726.19,30.848063609999993,81.13708100000001
6727,29.511872599999993,89.92069662000002
6726.99,29.76128382999999,92.08383843000001
6727,33.243520229999994,81.39701568000002
6726.99,29.498204179999995,80.78292299000003
6726.99,28.48994753,80.22762299000003
6726.99,33.699283609999995,77.50871456000002
6726.99,41.29088967,67.08917733000001
6727,37.89270228,51.27075015999999
6727,40.07964847,72.03837026000001
6726.99,33.05234384999999,72.00898967000002
6727,34.733473849999996,73.38718057
6727.64,32.61808400999999,76.01219087000003
6727.64,29.286373549999997,78.53321529000002
6727.64,29.25589351,79.25604373000002
6727.64,27.06369132,78.95542446
6727.64,27.303391320000003,79.17192446000001
6727.64,30.936230579999993,77.48892446
6727.64,28.00521755,77.26754373
6727.64,32.86394733999999,77.02323410000002
6730,34.22046166,80.75315939
6729.99,34.20074922999999,76.72222357
6729.99,34.608055570000005,75.53852216
6729.99,34.06007568,80.97202128000002
6729.99,31.13332923999999,80.59088128000002
